invoice_id,station_id,vendor,invoice_amount,invoice_date,status
IN004300,ST003,Maddox-Allen,2099.88,2/13/2025,OVERDUE
IN004301,ST042,Love Ltd,1007.09,9/18/2025,PAID
IN004302,ST065,Gomez-Gutierrez,762.69,7/21/2025,OVERDUE
IN004303,ST085,"Pierce, Owens and Branch",1667.75,2/17/2025,PAID
IN004304,ST022,"Wilson, Patrick and Rose",2049.24,9/27/2025,OVERDUE
IN004305,ST002,"Rose, Barnett and Jackson",1948.82,10/11/2025,PENDING
IN004306,ST017,Lozano-Krueger,2650.15,6/24/2025,OVERDUE
IN004307,ST095,Rodriguez Group,3046.43,7/9/2025,PENDING
IN004308,ST004,"George, Brown and Powell",4132.71,2/27/2025,OVERDUE
IN004309,ST033,Marquez-Brooks,4719.98,7/9/2025,PENDING
IN004310,ST061,"Murphy, Perry and Estrada",2761.51,7/6/2025,OVERDUE
IN004311,ST074,Harrison-Leon,802.08,10/19/2025,OVERDUE
IN004312,ST062,Lawson Inc,4188.57,12/13/2024,PAID
IN004313,ST081,Hall PLC,3224.42,4/5/2025,PAID
IN004314,ST097,Evans-Bell,3001.1,6/27/2025,PAID
IN004315,ST004,"Ellis, Davis and Zuniga",3296.98,8/13/2025,PAID
IN004316,ST049,Boyer Ltd,3620.3,3/12/2025,PENDING
IN004317,ST070,Johnson LLC,4726.77,3/15/2025,PAID
IN004318,ST085,Stone-Weiss,4838.93,7/4/2025,OVERDUE
IN004319,ST012,Hernandez PLC,2024.48,3/31/2025,OVERDUE
IN004320,ST064,Taylor Inc,3053.28,10/26/2025,OVERDUE
IN004321,ST097,"Yates, Coleman and Todd",4341.43,4/19/2025,PENDING
IN004322,ST043,Peters-Boyer,2963.82,11/22/2024,OVERDUE
IN004323,ST072,Lynch LLC,3863.89,5/13/2025,PAID
IN004324,ST095,Ayala LLC,2413.06,8/11/2025,PENDING
IN004325,ST035,"Fowler, Foster and Rasmussen",4748.76,4/24/2025,PAID
IN004326,ST088,Benton Inc,2047.17,10/1/2025,PENDING
IN004327,ST031,"Garcia, Woodward and Rowe",4052.05,10/9/2025,PENDING
IN004328,ST082,"Silva, Hooper and Gomez",4624.95,12/11/2024,PENDING
IN004329,ST034,"Rose, Tucker and Mcmillan",4552.67,1/23/2025,PENDING
IN004330,ST051,Carter Group,4528.87,7/5/2025,PAID
IN004331,ST028,Davis Inc,1781.19,10/22/2025,OVERDUE
IN004332,ST052,"Hill, Summers and Davis",3617.22,1/30/2025,PAID
IN004333,ST032,Holmes PLC,2687.13,8/18/2025,PENDING
IN004334,ST037,Johnson-Martin,3464.0,3/20/2025,PENDING
IN004335,ST044,"Robinson, Jimenez and Washington",1177.81,4/20/2025,PAID
IN004336,ST050,Carpenter LLC,2766.54,12/8/2024,PENDING
IN004337,ST037,Gordon Ltd,1146.67,11/21/2024,OVERDUE
IN004338,ST048,Alvarez-Byrd,792.71,2/14/2025,PENDING
IN004339,ST032,"Moore, Moran and Williams",1324.51,4/1/2025,PENDING
IN004340,ST048,"Foster, Salinas and Goodman",2839.81,2/10/2025,OVERDUE
IN004341,ST064,Cruz-Jensen,2448.55,8/23/2025,PAID
IN004342,ST041,"Colon, Taylor and Snow",4086.09,2/13/2025,OVERDUE
IN004343,ST042,"Phillips, Brown and Levine",1759.23,5/5/2025,PENDING
IN004344,ST006,Mclaughlin and Sons,4934.22,11/14/2024,PENDING
IN004345,ST015,Larsen LLC,826.95,8/5/2025,PENDING
IN004346,ST031,Burns-Yang,3868.64,2/28/2025,PENDING
IN004347,ST095,Mack-Kelly,2511.65,4/30/2025,OVERDUE
IN004348,ST081,Smith-Mayo,3287.79,3/13/2025,PAID
IN004349,ST045,Dennis-Wells,2362.77,5/29/2025,PAID
IN004350,ST029,Barnett-Thomas,2170.98,6/17/2025,PENDING
IN004351,ST032,Hammond LLC,2603.56,8/19/2025,PENDING
IN004352,ST005,"Young, Morrison and Weaver",2390.31,12/1/2024,PENDING
IN004353,ST017,Gordon Ltd,4596.39,5/11/2025,OVERDUE
IN004354,ST058,Chavez-Webb,3907.43,4/21/2025,OVERDUE
IN004355,ST012,Hayes PLC,3939.25,8/1/2025,PENDING
IN004356,ST079,"Avery, Spencer and Schroeder",1329.7,5/11/2025,PENDING
IN004357,ST048,Morris Inc,2950.78,11/28/2024,OVERDUE
IN004358,ST081,Johnson-Nelson,4504.73,1/19/2025,PENDING
IN004359,ST041,"Huber, Griffin and King",3244.8,6/19/2025,PENDING
IN004360,ST011,Fuller-Jones,1138.32,1/27/2025,OVERDUE
IN004361,ST072,Green Inc,3042.32,7/18/2025,OVERDUE
IN004362,ST007,"Smith, Perez and Fields",1700.95,11/17/2024,PAID
IN004363,ST014,Cruz-Wu,850.38,8/7/2025,OVERDUE
IN004364,ST039,Brown Inc,2081.22,2/5/2025,PAID
IN004365,ST093,Duncan-Martinez,1658.14,3/9/2025,PENDING
IN004366,ST099,Guerra and Sons,4476.53,5/9/2025,OVERDUE
IN004367,ST015,Skinner-Watts,2445.66,8/15/2025,PENDING
IN004368,ST049,Smith Ltd,2966.64,12/18/2024,PAID
IN004369,ST061,"Payne, Cruz and Gonzales",1155.03,11/11/2024,OVERDUE
IN004370,ST020,Schwartz-Nguyen,1674.62,3/28/2025,OVERDUE
IN004371,ST008,"Smith, Zimmerman and Jordan",1075.41,1/9/2025,PAID
IN004372,ST076,Hill PLC,4690.98,4/4/2025,PAID
IN004373,ST041,"Obrien, Levy and Daniel",3794.5,11/12/2024,PAID
IN004374,ST071,"Duncan, Hahn and Glass",2105.24,11/21/2024,OVERDUE
IN004375,ST033,West Inc,520.56,3/21/2025,OVERDUE
IN004376,ST010,Davis LLC,2474.75,9/5/2025,PENDING
IN004377,ST037,Reed-Bush,4962.83,11/1/2024,PAID
IN004378,ST069,"Smith, Martinez and West",1396.87,2/7/2025,PAID
IN004379,ST077,Brown-Meyers,2108.76,5/8/2025,PAID
IN004380,ST038,"Fuller, Morrison and Martinez",856.29,6/20/2025,PAID
IN004381,ST090,Colon-Jimenez,1291.7,10/19/2025,OVERDUE
IN004382,ST035,Sanchez-Davis,3886.04,1/4/2025,OVERDUE
IN004383,ST030,"Frey, Sampson and Harris",2671.42,4/8/2025,PENDING
IN004384,ST022,"Cole, Williams and Stanley",2583.86,5/1/2025,OVERDUE
IN004385,ST025,Vincent-Tucker,4603.25,6/12/2025,PAID
IN004386,ST083,"Berry, Parks and Reid",3577.57,6/14/2025,PAID
IN004387,ST036,Adams Inc,4423.42,11/25/2024,PENDING
IN004388,ST059,"Jones, Smith and Beck",4923.39,8/11/2025,PENDING
IN004389,ST013,"Mitchell, Simon and Obrien",4374.02,3/22/2025,PAID
IN004390,ST040,"Fields, Leonard and Brown",1809.8,8/5/2025,PENDING
IN004391,ST051,Diaz PLC,1236.05,7/14/2025,PENDING
IN004392,ST072,Snyder Group,606.44,7/11/2025,PENDING
IN004393,ST052,Jones and Sons,3251.59,6/21/2025,PENDING
IN004394,ST074,Bailey-Diaz,2629.74,2/18/2025,OVERDUE
IN004395,ST074,Duarte Ltd,4185.12,5/31/2025,PAID
IN004396,ST036,"Marsh, Lester and Robinson",3170.74,9/12/2025,OVERDUE
IN004397,ST023,"Dixon, Andrews and Owen",2277.85,10/29/2024,PAID
IN004398,ST073,Ibarra-Schwartz,3088.05,9/18/2025,PAID
IN004399,ST040,Gray Group,892.9,5/13/2025,PENDING
IN004400,ST075,Diaz Group,1257.97,3/7/2025,OVERDUE
IN004401,ST082,"Harris, Snyder and Hansen",1318.71,5/20/2025,PENDING
IN004402,ST079,Carter-Newton,4673.45,9/27/2025,PAID
IN004403,ST030,"Vasquez, Scott and Guerrero",2595.71,3/2/2025,OVERDUE
IN004404,ST089,Cross Ltd,3733.54,11/22/2024,OVERDUE
IN004405,ST043,Mclaughlin-Snyder,3119.13,8/31/2025,PENDING
IN004406,ST054,"Sanchez, Curtis and Kirby",3752.04,6/16/2025,PENDING
IN004407,ST034,Watson Ltd,4539.24,9/4/2025,PAID
IN004408,ST075,"Clark, Butler and Blevins",552.83,7/28/2025,PAID
IN004409,ST061,Mcdaniel-Williams,4417.43,1/3/2025,OVERDUE
IN004410,ST048,"Richard, Spencer and Combs",857.43,2/2/2025,OVERDUE
IN004411,ST064,Perez-Fuentes,4271.79,9/22/2025,PENDING
IN004412,ST063,"Woods, Young and Barnes",2919.95,2/19/2025,PENDING
IN004413,ST045,Gomez-Wall,1572.83,3/3/2025,PENDING
IN004414,ST090,"Carson, Meyer and Curry",847.72,5/1/2025,PAID
IN004415,ST066,"Simpson, Jimenez and Woods",3460.53,3/6/2025,PENDING
IN004416,ST044,Freeman-Baker,4474.41,9/9/2025,OVERDUE
IN004417,ST019,Meyer PLC,2676.31,3/7/2025,PENDING
IN004418,ST075,Edwards PLC,707.23,1/2/2025,PENDING
IN004419,ST063,"Navarro, Flores and Miller",4784.18,1/20/2025,OVERDUE
IN004420,ST088,Morris Ltd,1718.19,4/23/2025,PAID
IN004421,ST040,Gomez-Conley,3049.49,7/21/2025,PAID
IN004422,ST092,"Ingram, Moore and Chandler",3556.76,10/31/2024,PENDING
IN004423,ST070,Perry-Smith,3079.57,10/9/2025,PENDING
IN004424,ST009,"Mendoza, Mcdaniel and Young",1230.81,8/2/2025,PENDING
IN004425,ST058,Harris Inc,1948.01,4/5/2025,PENDING
IN004426,ST092,Solomon-Smith,4641.97,6/29/2025,PENDING
IN004427,ST070,Reyes-Lopez,785.2,8/1/2025,OVERDUE
IN004428,ST024,Cooke-Bowman,3119.64,9/18/2025,OVERDUE
IN004429,ST097,Miller Ltd,1906.34,10/29/2025,OVERDUE
IN004430,ST064,"Jones, Miller and Gould",1705.41,7/11/2025,PAID
IN004431,ST033,Henry-Tapia,1635.11,1/14/2025,PENDING
IN004432,ST069,"Eaton, Anderson and Dennis",1698.32,6/26/2025,PENDING
IN004433,ST100,"Sparks, Villa and Adams",2302.98,3/7/2025,PENDING
IN004434,ST026,Martinez and Sons,2832.0,11/2/2024,PENDING
IN004435,ST021,Gardner-Harrison,4741.19,10/31/2024,PAID
IN004436,ST050,Parker-Montoya,869.03,8/4/2025,PAID
IN004437,ST086,Mitchell Ltd,4345.87,12/7/2024,PENDING
IN004438,ST007,"Montgomery, Wilson and Johnson",660.15,11/2/2024,PAID
IN004439,ST072,Mccoy PLC,1218.37,1/13/2025,OVERDUE
IN004440,ST038,Ramirez-Yates,1153.95,4/2/2025,PENDING
IN004441,ST089,Ward-Bell,4244.92,7/8/2025,PENDING
IN004442,ST053,"Davis, Garcia and Knight",609.22,10/7/2025,PAID
IN004443,ST006,Pratt Inc,2789.53,5/6/2025,PENDING
IN004444,ST031,Garcia Group,1576.76,4/26/2025,PAID
IN004445,ST016,"Ferrell, Willis and Perry",1994.72,6/8/2025,PAID
IN004446,ST034,Wood and Sons,1992.74,6/21/2025,PENDING
IN004447,ST042,Gonzales-Johnson,667.7,4/12/2025,PENDING
IN004448,ST098,"Ingram, Garcia and Terry",1065.98,3/24/2025,PAID
IN004449,ST025,Bautista-Jenkins,3041.28,8/19/2025,PAID
IN004450,ST095,Osborn Ltd,2922.44,3/16/2025,OVERDUE
IN004451,ST089,"Hogan, Maldonado and Woods",4955.29,8/19/2025,PENDING
IN004452,ST091,"Benson, Holmes and Marks",2588.97,6/19/2025,OVERDUE
IN004453,ST031,"Estrada, Moore and Gonzalez",1827.96,12/19/2024,PENDING
IN004454,ST087,"Burnett, Contreras and Barker",3502.91,10/30/2024,PAID
IN004455,ST077,Shah-Crawford,4695.23,4/15/2025,OVERDUE
IN004456,ST042,Robertson-Sweeney,4186.4,4/1/2025,PAID
IN004457,ST041,Frank Inc,2328.35,4/24/2025,PENDING
IN004458,ST032,"Mills, Pennington and Bryan",3827.28,2/3/2025,PAID
IN004459,ST077,Hunt-Jackson,2151.58,12/23/2024,PENDING
IN004460,ST030,Andersen Ltd,768.33,1/31/2025,PAID
IN004461,ST042,"Smith, Livingston and Moore",3214.44,8/5/2025,PENDING
IN004462,ST051,"Taylor, Lee and Martin",4552.15,1/25/2025,PENDING
IN004463,ST004,Sanchez PLC,4454.55,1/22/2025,OVERDUE
IN004464,ST023,"Morris, Gonzalez and Cantu",1938.63,10/28/2025,PENDING
IN004465,ST056,Davis-Lawson,3041.18,6/11/2025,PAID
IN004466,ST040,"Nguyen, Benson and Abbott",2477.97,9/9/2025,OVERDUE
IN004467,ST050,Carlson and Sons,3022.39,9/14/2025,OVERDUE
IN004468,ST074,"Mcconnell, Smith and Fitzgerald",3016.13,4/13/2025,PAID
IN004469,ST085,"Carter, Wright and Garcia",4714.54,11/13/2024,PAID
IN004470,ST016,Cole Group,1571.84,5/7/2025,PENDING
IN004471,ST077,Garner LLC,3414.7,2/6/2025,PAID
IN004472,ST056,Estes Group,3087.83,2/16/2025,PENDING
IN004473,ST062,"Smith, Zimmerman and Jones",829.99,9/8/2025,OVERDUE
IN004474,ST050,Smith-Bell,3437.55,9/23/2025,PAID
IN004475,ST063,Acosta-Vasquez,568.46,1/6/2025,PAID
IN004476,ST045,Oneill PLC,2672.89,5/18/2025,PENDING
IN004477,ST054,Reyes Ltd,2917.88,5/28/2025,PAID
IN004478,ST048,"Rice, Rubio and Powell",2302.23,4/23/2025,OVERDUE
IN004479,ST041,Patterson Ltd,1381.16,4/23/2025,PENDING
IN004480,ST099,Bradshaw-Taylor,2935.97,3/31/2025,PENDING
IN004481,ST086,"Williams, Graham and Jones",4402.63,7/12/2025,PENDING
IN004482,ST100,"Jones, Ford and Luna",505.14,6/18/2025,OVERDUE
IN004483,ST092,Simpson-Richards,3952.18,10/3/2025,PAID
IN004484,ST076,"French, Holmes and Rich",3762.11,8/30/2025,PENDING
IN004485,ST093,"Fletcher, Wood and Johnson",3918.05,3/8/2025,OVERDUE
IN004486,ST011,Berger-Park,546.07,9/19/2025,PAID
IN004487,ST071,Ellis LLC,4906.76,6/28/2025,PENDING
IN004488,ST080,Torres and Sons,4228.7,3/4/2025,PENDING
IN004489,ST090,"Richardson, Carrillo and Simpson",2624.67,9/14/2025,PAID
IN004490,ST046,Evans-Ramirez,3218.77,11/29/2024,PAID
IN004491,ST010,"Spears, Wolfe and Leach",2725.6,12/1/2024,OVERDUE
IN004492,ST029,Valenzuela Ltd,1930.29,11/21/2024,PENDING
IN004493,ST057,Goodwin Ltd,4244.15,4/2/2025,OVERDUE
IN004494,ST096,"Boyd, Robbins and Hunt",3133.13,5/10/2025,PENDING
IN004495,ST009,"Morrow, Mercado and Williams",1324.59,9/16/2025,PAID
IN004496,ST026,Figueroa Group,1142.73,10/2/2025,PAID
IN004497,ST022,Rice-King,1040.79,10/24/2025,OVERDUE
IN004498,ST062,Perry-Burns,4833.03,1/22/2025,OVERDUE
IN004499,ST068,"Nichols, Thomas and Lopez",2370.54,12/24/2024,PAID
IN004500,ST001,Taylor PLC,4476.76,5/22/2025,PENDING
IN004501,ST079,"Edwards, Harris and Garza",2529.18,10/13/2025,PENDING
IN004502,ST025,"Vincent, Hudson and Wilcox",626.77,6/6/2025,PENDING
IN004503,ST079,Li and Sons,2359.2,10/18/2025,PAID
IN004504,ST089,Robinson PLC,1292.31,11/25/2024,PENDING
IN004505,ST070,"Cervantes, Donaldson and Torres",643.74,10/23/2025,PENDING
IN004506,ST087,Costa-Delgado,1388.53,2/13/2025,PAID
IN004507,ST096,Vasquez-Johnson,620.95,1/13/2025,PENDING
IN004508,ST095,"Mathews, Holder and Hayes",4391.54,2/20/2025,PAID
IN004509,ST072,Hunter and Sons,553.84,2/15/2025,OVERDUE
IN004510,ST087,Hernandez Inc,2549.77,7/10/2025,PENDING
IN004511,ST019,"Foster, Chapman and Hall",4524.79,5/28/2025,PAID
IN004512,ST044,Kent-Pollard,3200.67,7/28/2025,OVERDUE
IN004513,ST015,Parker Inc,3170.47,7/3/2025,PAID
IN004514,ST025,Schaefer-Henderson,2230.5,10/25/2025,PAID
IN004515,ST065,Townsend-Goodman,2888.19,10/7/2025,OVERDUE
IN004516,ST070,"Davis, Nelson and Simmons",2295.64,5/5/2025,PENDING
IN004517,ST049,Boyd Group,2721.2,3/11/2025,OVERDUE
IN004518,ST087,Johnson-Vega,1489.07,11/7/2024,OVERDUE
IN004519,ST027,Flores-Wall,2031.33,6/16/2025,OVERDUE
IN004520,ST053,Ortega Group,2340.8,1/27/2025,PAID
IN004521,ST049,"Mendoza, Miller and Marshall",3777.3,9/24/2025,PENDING
IN004522,ST076,Wright-White,1550.96,11/26/2024,PAID
IN004523,ST059,Reid Group,1739.41,4/16/2025,PAID
IN004524,ST029,Kent-Lopez,2049.17,1/16/2025,PENDING
IN004525,ST072,Velez and Sons,528.96,6/3/2025,OVERDUE
IN004526,ST010,Edwards Group,1337.32,5/12/2025,OVERDUE
IN004527,ST034,"Romero, Patel and Blanchard",2003.42,3/20/2025,PENDING
IN004528,ST036,Ross LLC,4377.98,5/3/2025,OVERDUE
IN004529,ST061,Graves-Torres,3800.65,5/6/2025,OVERDUE
IN004530,ST094,"Sanders, Sandoval and Johns",2366.15,6/18/2025,PAID
IN004531,ST013,Perez-Reyes,1911.07,4/24/2025,PAID
IN004532,ST010,"Gill, Shannon and Morris",4658.64,2/14/2025,OVERDUE
IN004533,ST021,"Huff, Hart and Olson",3515.62,8/25/2025,OVERDUE
IN004534,ST011,Odonnell and Sons,1579.0,8/1/2025,OVERDUE
IN004535,ST051,Cruz-Hess,3025.32,10/31/2024,PENDING
IN004536,ST097,"Martin, Williams and Manning",2999.64,3/18/2025,PAID
IN004537,ST025,Jenkins-Parrish,3286.16,12/20/2024,PENDING
IN004538,ST031,Wood-James,3108.22,7/22/2025,OVERDUE
IN004539,ST017,"Phillips, Lopez and Stewart",1533.52,5/5/2025,PENDING
IN004540,ST029,"Johnson, Donovan and Stafford",1456.53,7/28/2025,PAID
IN004541,ST076,"Price, Johnson and Nguyen",3683.74,3/1/2025,OVERDUE
IN004542,ST085,"Williams, Johnson and Blair",898.0,4/19/2025,PAID
IN004543,ST095,"Wilson, Johnson and Wilson",3348.89,5/9/2025,PENDING
IN004544,ST070,Herrera-Barnes,4134.2,4/4/2025,PAID
IN004545,ST021,Bates-Bass,3312.32,9/19/2025,PAID
IN004546,ST064,Best-Nguyen,2814.48,5/26/2025,PENDING
IN004547,ST033,Robinson-Townsend,1165.9,6/22/2025,PAID
IN004548,ST085,"Patel, Clark and Walters",2597.94,10/18/2025,OVERDUE
IN004549,ST099,Simmons and Sons,2946.23,1/30/2025,OVERDUE
IN004550,ST002,Carter LLC,506.87,6/11/2025,PAID
IN004551,ST069,Gonzalez Inc,4090.64,12/26/2024,PENDING
IN004552,ST073,Ware and Sons,3140.63,12/14/2024,PENDING
IN004553,ST074,Wallace Group,2524.7,6/9/2025,OVERDUE
IN004554,ST052,"Zhang, Young and Farley",4513.46,1/26/2025,PAID
IN004555,ST092,Dixon-Pena,4332.1,7/17/2025,PENDING
IN004556,ST030,"Jensen, Fowler and Black",665.88,11/10/2024,PAID
IN004557,ST066,"Gregory, Benson and Cochran",1094.45,7/24/2025,PENDING
IN004558,ST021,Oconnell-Stafford,2334.18,1/30/2025,PAID
IN004559,ST047,Ramos-Smith,4182.18,3/2/2025,PAID
IN004560,ST015,Young-Leonard,653.34,10/8/2025,PENDING
IN004561,ST032,"Thompson, Downs and Stevens",2374.72,9/27/2025,PAID
IN004562,ST054,Harris Inc,4685.15,7/8/2025,OVERDUE
IN004563,ST052,Fowler Group,1994.5,5/7/2025,PENDING
IN004564,ST067,Walker-Patterson,3058.04,7/9/2025,OVERDUE
IN004565,ST087,Pierce Ltd,1822.31,1/13/2025,PAID
IN004566,ST076,"Hayes, Miller and Phillips",3593.77,8/13/2025,PENDING
IN004567,ST062,Wong Inc,1820.03,4/5/2025,PENDING
IN004568,ST043,Estrada-Hudson,1739.35,7/11/2025,OVERDUE
IN004569,ST066,Richmond-Acevedo,4181.79,3/9/2025,PENDING
IN004570,ST011,Carr-Dawson,2055.92,6/6/2025,PENDING
IN004571,ST032,Dalton-Jordan,819.42,12/18/2024,OVERDUE
IN004572,ST024,Montgomery-Greer,2599.06,9/21/2025,PAID
IN004573,ST066,"Jennings, Johnson and Jones",3449.36,3/25/2025,PAID
IN004574,ST045,Haley-Berry,2799.06,8/4/2025,OVERDUE
IN004575,ST025,Diaz Ltd,1119.7,8/19/2025,PAID
IN004576,ST087,Jenkins-Booker,2963.64,3/4/2025,PENDING
IN004577,ST065,Joseph-Jackson,4548.17,1/21/2025,PENDING
IN004578,ST015,Mccormick Inc,4993.33,11/30/2024,PAID
IN004579,ST013,"Brown, Miranda and Savage",4530.91,8/2/2025,OVERDUE
IN004580,ST062,"Lee, White and Sutton",3796.21,12/1/2024,OVERDUE
IN004581,ST012,Peters and Sons,711.29,6/22/2025,PAID
IN004582,ST073,Rice-Coleman,2579.33,6/14/2025,PENDING
IN004583,ST055,Le Ltd,4154.71,1/9/2025,PAID
IN004584,ST044,Hardy-Hunt,4359.43,10/15/2025,PENDING
IN004585,ST082,"Peterson, Rogers and Brown",3014.13,12/26/2024,PAID
IN004586,ST034,Pierce-Orr,3476.23,10/22/2025,PAID
IN004587,ST067,Gonzalez LLC,2614.95,8/11/2025,PAID
IN004588,ST063,Sanchez LLC,739.65,8/15/2025,PENDING
IN004589,ST001,"Diaz, Johnson and Townsend",3598.64,6/24/2025,PAID
IN004590,ST092,Daugherty Inc,3897.57,1/23/2025,OVERDUE
IN004591,ST076,Soto PLC,520.78,3/5/2025,OVERDUE
IN004592,ST014,"Thompson, James and Mcintyre",4218.87,3/19/2025,OVERDUE
IN004593,ST075,Nelson-Deleon,3230.69,1/30/2025,OVERDUE
IN004594,ST070,"Wilkins, Walters and Reyes",3010.92,8/21/2025,OVERDUE
IN004595,ST030,Christensen-Navarro,4797.88,10/6/2025,OVERDUE
IN004596,ST008,"Brown, Acevedo and Gutierrez",1258.06,3/24/2025,OVERDUE
IN004597,ST010,Burch-Cook,4054.97,8/25/2025,PENDING
IN004598,ST072,"Jenkins, Zamora and Jackson",1297.57,10/31/2024,PAID
IN004599,ST060,Thornton LLC,2620.13,8/21/2025,PENDING
IN004600,ST058,Sims and Sons,4635.61,1/9/2025,OVERDUE
IN004601,ST064,"Willis, Ellis and Brewer",3922.5,6/1/2025,PENDING
IN004602,ST031,Mack Inc,3449.88,2/28/2025,PAID
IN004603,ST078,Schneider LLC,2178.69,1/23/2025,OVERDUE
IN004604,ST029,Coleman-Ramos,676.53,5/20/2025,OVERDUE
IN004605,ST008,Vaughn-Barnes,502.57,3/24/2025,PAID
IN004606,ST006,Krause PLC,687.98,6/1/2025,OVERDUE
IN004607,ST080,Gomez Group,2757.33,11/14/2024,OVERDUE
IN004608,ST091,Fisher PLC,3963.6,10/16/2025,PENDING
IN004609,ST043,Lang-Rodriguez,3287.22,2/25/2025,PAID
IN004610,ST075,"Smith, James and Moore",3912.05,4/14/2025,PAID
IN004611,ST062,"Scott, Arroyo and Oliver",557.94,7/5/2025,PAID
IN004612,ST096,Parker Group,2256.95,10/2/2025,PAID
IN004613,ST020,Patel Group,728.59,6/14/2025,PAID
IN004614,ST064,Rodriguez-Bell,2228.71,3/2/2025,PENDING
IN004615,ST091,"James, Benson and Mueller",2898.03,2/3/2025,PENDING
IN004616,ST057,Fisher-Galvan,3560.73,10/27/2025,PENDING
IN004617,ST061,Keller-Dean,3694.27,10/2/2025,PAID
IN004618,ST079,Wise-Smith,3241.43,9/10/2025,PENDING
IN004619,ST050,"Stevens, Pena and Stephens",3270.23,2/5/2025,OVERDUE
IN004620,ST076,Gibson-Carr,696.12,2/3/2025,OVERDUE
IN004621,ST039,Richardson Group,1809.55,2/8/2025,PAID
IN004622,ST049,Donaldson Group,2022.22,8/22/2025,PAID
IN004623,ST060,Pitts-Peterson,1582.66,4/26/2025,PENDING
IN004624,ST072,Johnson-Gonzales,2540.32,8/2/2025,OVERDUE
IN004625,ST020,Miller PLC,1796.26,2/19/2025,PAID
IN004626,ST001,Jones Inc,2312.5,1/30/2025,OVERDUE
IN004627,ST061,Savage-Griffin,4962.67,3/11/2025,PAID
IN004628,ST006,Burnett-Coleman,2909.21,4/30/2025,OVERDUE
IN004629,ST002,Little-Miller,2532.44,1/1/2025,PAID
IN004630,ST021,"Richardson, Fields and Duran",1991.27,9/23/2025,OVERDUE
IN004631,ST077,"Hahn, Andrews and Lee",2397.17,3/25/2025,OVERDUE
IN004632,ST100,"Sanchez, Gallagher and Macdonald",2070.41,10/23/2025,PAID
IN004633,ST090,"Davis, Roberts and Ford",1712.92,2/6/2025,PAID
IN004634,ST067,Graves Ltd,3069.06,1/5/2025,PENDING
IN004635,ST022,Johnson-Wong,3552.72,4/23/2025,OVERDUE
IN004636,ST002,"Tyler, Miller and Jones",4373.84,1/10/2025,OVERDUE
IN004637,ST028,"Singleton, Johnson and Perez",3226.91,4/18/2025,PENDING
IN004638,ST040,Turner and Sons,4932.2,7/8/2025,OVERDUE
IN004639,ST026,"Le, Sanchez and Davis",3554.94,12/25/2024,OVERDUE
IN004640,ST057,Warren-Collins,1686.31,4/10/2025,PAID
IN004641,ST030,Cooper PLC,2436.64,12/4/2024,PENDING
IN004642,ST087,Johnson-Davis,1623.4,5/12/2025,PAID
IN004643,ST004,Johnson-Silva,1041.28,10/2/2025,OVERDUE
IN004644,ST060,Sims LLC,1148.69,6/18/2025,PENDING
IN004645,ST078,Martin Group,3873.62,5/13/2025,PAID
IN004646,ST069,"Cole, Foster and Sanders",3355.41,12/2/2024,OVERDUE
IN004647,ST074,Reilly Ltd,4312.06,10/31/2024,PENDING
IN004648,ST080,"Mclaughlin, Williams and James",3598.55,9/5/2025,PAID
IN004649,ST065,Smith-Scott,4114.01,6/19/2025,OVERDUE
IN004650,ST023,Rivera LLC,698.89,2/15/2025,PENDING
IN004651,ST055,"Pratt, Johnston and Daniels",1264.62,10/18/2025,OVERDUE
IN004652,ST066,Howard Group,2615.15,4/3/2025,OVERDUE
IN004653,ST042,Baker and Sons,2575.1,6/22/2025,PAID
IN004654,ST063,Walton and Sons,3743.85,4/28/2025,OVERDUE
IN004655,ST006,Smith LLC,3807.44,2/27/2025,OVERDUE
IN004656,ST074,"Mendoza, Allen and Day",3467.36,5/28/2025,OVERDUE
IN004657,ST049,Gordon-Schwartz,2551.81,2/15/2025,PENDING
IN004658,ST044,"Martin, Rush and Gross",2042.67,12/28/2024,PAID
IN004659,ST091,Williams LLC,851.67,6/11/2025,PAID
IN004660,ST023,Gay-Fischer,4898.35,7/6/2025,OVERDUE
IN004661,ST052,Rodriguez Ltd,4672.45,5/21/2025,OVERDUE
IN004662,ST081,Young Inc,3862.13,2/1/2025,PENDING
IN004663,ST085,"Garcia, Sims and Price",896.74,7/26/2025,PENDING
IN004664,ST018,"Kramer, Hall and Oneill",4966.05,10/2/2025,PAID
IN004665,ST095,"Robertson, Smith and Beasley",636.48,3/29/2025,PAID
IN004666,ST040,Powell-Ford,4896.85,7/25/2025,OVERDUE
IN004667,ST080,"Nelson, Serrano and Phillips",1543.18,9/22/2025,PENDING
IN004668,ST020,Baker Ltd,2551.51,7/19/2025,PAID
IN004669,ST008,"Woods, Myers and Boone",3025.73,9/26/2025,OVERDUE
IN004670,ST100,"Maynard, Christian and May",2869.15,3/17/2025,PAID
IN004671,ST050,Jimenez LLC,4324.86,12/19/2024,PAID
IN004672,ST095,Powell-Carson,2068.3,10/6/2025,OVERDUE
IN004673,ST061,Hill PLC,2338.16,2/18/2025,OVERDUE
IN004674,ST096,"Stafford, Farrell and Gomez",1683.07,5/22/2025,OVERDUE
IN004675,ST067,Woodard-Jones,2317.43,5/22/2025,PENDING
IN004676,ST086,Moore Group,3939.83,10/8/2025,PENDING
IN004677,ST025,Harris-Ibarra,4069.91,8/7/2025,PAID
