inventory_id,station_id,fuel_type,delivery_liters,current_stock,delivery_date
INV029759,ST047,Premium,13091,96876,5/25/2025
INV027068,ST049,Premium,1258,96873,8/20/2025
INV014748,ST033,Diesel,13278,96870,11/28/2024
INV034013,ST001,CNG,9216,96869,2/18/2025
INV034893,ST014,Petrol,5619,96868,6/26/2025
INV042297,ST029,Petrol,14743,96868,8/10/2025
INV012625,ST094,Diesel,5459,96866,6/15/2025
INV020529,ST025,Diesel,8286,96861,11/30/2024
INV038015,ST067,Premium,15128,96861,7/8/2025
INV027020,ST019,Premium,3264,96859,4/27/2025
INV039382,ST093,Diesel,1747,96858,9/19/2025
INV018044,ST090,Petrol,5889,96854,2/7/2025
INV007072,ST038,Diesel,14749,96851,7/4/2025
INV009143,ST007,Diesel,8401,96848,10/6/2025
INV016729,ST081,CNG,7575,96848,12/9/2024
INV010594,ST054,Petrol,12710,96847,5/17/2025
INV019182,ST059,Petrol,3106,96839,11/19/2024
INV032544,ST069,Petrol,4376,96839,10/22/2025
INV044171,ST061,Diesel,10292,96836,2/1/2025
INV049913,ST099,CNG,10276,96836,10/9/2025
INV006393,ST031,Petrol,17833,96835,12/13/2024
INV007254,ST064,Diesel,6712,96829,10/31/2024
INV016562,ST061,CNG,5423,96829,12/17/2024
INV020869,ST084,Premium,14181,96828,4/11/2025
INV042312,ST092,Petrol,9404,96828,4/23/2025
INV046198,ST047,CNG,11341,96827,10/1/2025
INV040846,ST072,Premium,3838,96825,1/1/2025
INV047370,ST015,Petrol,14297,96825,7/7/2025
INV030086,ST093,Diesel,10407,96823,12/27/2024
INV005669,ST065,Premium,13254,96822,1/19/2025
INV009857,ST027,Petrol,6389,96822,6/27/2025
INV038573,ST054,CNG,5854,96822,11/7/2024
INV048670,ST032,Petrol,15860,96817,4/24/2025
INV018608,ST067,CNG,18831,96816,11/13/2024
INV000880,ST029,CNG,9932,96815,8/30/2025
INV013123,ST001,Diesel,8313,96815,2/5/2025
INV039314,ST016,Petrol,16666,96814,1/21/2025
INV027468,ST045,Premium,11807,96810,5/13/2025
INV021038,ST005,CNG,9154,96809,7/29/2025
INV035355,ST031,Diesel,2724,96809,12/14/2024
INV041480,ST077,Diesel,2813,96804,8/31/2025
INV008101,ST054,Petrol,1733,96802,2/12/2025
INV041326,ST075,Premium,14270,96801,12/21/2024
INV024298,ST001,CNG,1614,96798,6/13/2025
INV031513,ST096,Diesel,13046,96798,5/29/2025
INV020934,ST079,Diesel,12509,96795,3/21/2025
INV034436,ST066,Premium,19619,96794,7/10/2025
INV046594,ST093,CNG,14091,96787,7/26/2025
INV045325,ST030,Premium,6136,96784,11/16/2024
INV039149,ST075,Diesel,16489,96779,3/29/2025
INV008282,ST007,Diesel,16430,96778,5/6/2025
INV011984,ST097,Premium,15255,96776,9/28/2025
INV032184,ST025,CNG,2283,96776,7/18/2025
INV043220,ST042,CNG,11935,96773,11/8/2024
INV034682,ST075,Premium,10879,96768,8/1/2025
INV040717,ST023,Diesel,9449,96768,10/22/2025
INV030984,ST064,Diesel,5902,96765,7/13/2025
INV043343,ST001,Diesel,1211,96765,1/25/2025
INV017277,ST008,Premium,18185,96763,8/9/2025
INV028491,ST065,Diesel,5917,96756,4/14/2025
INV019848,ST005,Diesel,7747,96755,8/9/2025
INV021012,ST054,Premium,7857,96755,12/15/2024
INV028555,ST099,Diesel,19241,96753,11/11/2024
INV015380,ST013,CNG,1050,96748,3/2/2025
INV017025,ST001,Premium,16410,96748,6/10/2025
INV043980,ST038,Premium,19896,96748,8/29/2025
INV047430,ST094,Premium,1289,96742,7/1/2025
INV019404,ST055,CNG,8238,96740,11/29/2024
INV028985,ST061,Petrol,11543,96740,3/3/2025
INV042169,ST007,CNG,9374,96737,4/30/2025
INV010047,ST067,Petrol,7211,96736,8/5/2025
INV041574,ST070,Petrol,6685,96735,4/19/2025
INV048078,ST041,Petrol,19396,96734,6/9/2025
INV048631,ST038,Premium,5175,96734,1/13/2025
INV045812,ST043,Premium,15087,96727,3/14/2025
INV028712,ST029,Premium,800,96722,2/18/2025
INV040936,ST090,CNG,14569,96721,1/15/2025
INV007358,ST100,Premium,17214,96720,6/30/2025
INV017535,ST034,CNG,6143,96720,7/3/2025
INV010837,ST072,Petrol,19064,96719,3/23/2025
INV016720,ST050,Petrol,13543,96717,10/10/2025
INV033351,ST078,CNG,11092,96712,1/26/2025
INV030624,ST003,Petrol,3934,96710,9/28/2025
INV002055,ST026,Diesel,12098,96708,8/5/2025
INV002801,ST088,Diesel,14572,96708,6/5/2025
INV004683,ST089,CNG,13436,96708,5/9/2025
INV017048,ST010,Petrol,18719,96706,2/17/2025
INV018283,ST084,Diesel,15348,96704,3/9/2025
INV018651,ST013,Diesel,7631,96697,3/23/2025
INV044863,ST036,Premium,14027,96696,6/20/2025
INV012648,ST013,Premium,6428,96694,5/12/2025
INV014715,ST072,Premium,14718,96693,3/24/2025
INV003254,ST046,Diesel,9129,96692,12/6/2024
INV020417,ST073,CNG,4486,96692,4/3/2025
INV037038,ST002,Diesel,18365,96692,3/1/2025
INV040651,ST051,Petrol,9645,96689,5/26/2025
INV027008,ST046,Petrol,16368,96688,6/3/2025
INV033183,ST089,CNG,15828,96688,12/26/2024
INV026336,ST071,Petrol,3970,96687,4/30/2025
INV043776,ST030,Premium,19367,96686,12/14/2024
INV028752,ST026,Diesel,5451,96679,3/5/2025
INV041559,ST060,Premium,19533,96671,8/18/2025
INV033425,ST044,CNG,8568,96668,3/31/2025
INV036035,ST067,Premium,6243,96666,10/26/2025
INV046893,ST008,Diesel,15954,96666,6/2/2025
INV032743,ST018,Petrol,16836,96664,10/19/2025
INV011586,ST017,Diesel,4352,96651,4/29/2025
INV028044,ST085,Petrol,4947,96647,6/20/2025
INV011764,ST021,Premium,8357,96645,10/12/2025
INV015766,ST005,Premium,12958,96643,8/30/2025
INV044814,ST100,Diesel,5218,96641,6/22/2025
INV015998,ST061,CNG,8867,96639,11/28/2024
INV024331,ST019,CNG,10272,96639,1/3/2025
INV043445,ST007,Diesel,12904,96639,11/18/2024
INV031280,ST097,Premium,3586,96637,5/19/2025
INV040658,ST008,CNG,9176,96635,12/31/2024
INV011590,ST049,CNG,7559,96633,7/6/2025
INV047328,ST099,CNG,13796,96632,1/27/2025
INV048690,ST072,Petrol,2993,96631,10/18/2025
INV021476,ST051,Premium,9486,96625,4/9/2025
INV001165,ST038,Petrol,7133,96623,9/19/2025
INV013697,ST029,Premium,7994,96623,12/31/2024
INV039492,ST035,Petrol,14018,96621,8/16/2025
INV036326,ST096,Premium,1511,96619,3/28/2025
INV005833,ST016,Petrol,769,96617,6/25/2025
INV008757,ST092,CNG,11893,96617,7/3/2025
INV042843,ST031,Premium,16317,96617,1/7/2025
INV045584,ST069,Premium,4169,96616,12/18/2024
INV006233,ST058,CNG,13098,96615,10/31/2024
INV002899,ST084,Diesel,2776,96612,1/20/2025
INV000460,ST026,Premium,19346,96606,2/3/2025
INV024180,ST025,CNG,8738,96606,10/31/2024
INV007481,ST037,Diesel,7126,96605,5/17/2025
INV037545,ST064,Premium,7058,96604,7/8/2025
INV005644,ST078,Diesel,11510,96602,2/26/2025
INV023058,ST084,Diesel,4861,96600,1/3/2025
INV031781,ST031,CNG,1829,96593,2/18/2025
INV000478,ST044,Petrol,1388,96591,9/10/2025
INV039956,ST032,Diesel,11612,96591,5/22/2025
INV045879,ST007,Diesel,2210,96589,11/4/2024
INV040246,ST065,CNG,11128,96586,6/19/2025
INV040169,ST043,Diesel,18227,96585,11/11/2024
INV000381,ST039,Premium,3403,96578,7/15/2025
INV009581,ST025,Diesel,10319,96573,8/12/2025
INV006912,ST084,Diesel,6834,96571,12/15/2024
INV049736,ST068,Petrol,3461,96571,2/22/2025
INV049807,ST055,Petrol,19458,96571,8/11/2025
INV017753,ST015,Diesel,8816,96570,4/24/2025
INV047524,ST016,Petrol,1221,96570,6/14/2025
INV001888,ST052,Premium,14017,96568,8/15/2025
INV037900,ST040,Premium,10231,96568,10/25/2025
INV006005,ST065,Petrol,12165,96565,7/31/2025
INV028751,ST007,Petrol,14488,96565,6/6/2025
INV038338,ST091,Diesel,8462,96565,3/25/2025
INV045515,ST037,Petrol,18227,96564,3/6/2025
INV007236,ST006,Diesel,14902,96561,5/24/2025
INV025698,ST034,CNG,11993,96561,8/1/2025
INV046266,ST026,Diesel,3955,96560,11/4/2024
INV040408,ST010,Premium,14847,96559,4/4/2025
INV046674,ST087,CNG,6218,96558,6/16/2025
INV010261,ST050,CNG,18467,96557,4/23/2025
INV023462,ST053,Premium,9663,96556,9/14/2025
INV047095,ST064,Premium,10932,96556,8/2/2025
INV035209,ST001,CNG,2153,96554,1/2/2025
INV032299,ST047,Petrol,7205,96550,1/6/2025
INV028768,ST032,Diesel,4304,96548,2/1/2025
INV023344,ST079,Petrol,7460,96545,4/24/2025
INV000956,ST039,Premium,6819,96544,10/12/2025
INV011773,ST066,Premium,5252,96541,9/13/2025
INV033796,ST023,Premium,7747,96540,4/10/2025
INV046024,ST094,CNG,18596,96538,6/29/2025
INV009455,ST050,Petrol,12493,96531,5/15/2025
INV026731,ST091,Premium,4170,96529,6/16/2025
INV004834,ST084,Premium,6043,96526,7/31/2025
INV026289,ST070,Diesel,6791,96525,7/16/2025
INV002555,ST044,CNG,13751,96524,9/19/2025
INV034277,ST087,Premium,1137,96521,7/6/2025
INV048569,ST034,CNG,6563,96521,5/24/2025
INV028795,ST021,Diesel,12983,96519,6/27/2025
INV046670,ST011,Premium,6414,96519,5/28/2025
INV001126,ST019,Petrol,3923,96516,4/4/2025
INV028451,ST027,Diesel,9850,96516,10/4/2025
INV038116,ST004,CNG,6372,96516,6/29/2025
INV035054,ST022,Petrol,18798,96506,11/27/2024
INV036917,ST053,Diesel,17487,96505,7/25/2025
INV030957,ST039,CNG,7949,96504,12/8/2024
INV044927,ST022,Petrol,10038,96503,2/11/2025
INV033786,ST100,Diesel,9068,96502,11/27/2024
INV019509,ST065,CNG,19462,96497,3/29/2025
INV040621,ST073,Diesel,946,96497,1/2/2025
INV015542,ST052,Premium,8569,96494,6/15/2025
INV003906,ST075,Diesel,8923,96493,4/19/2025
INV008590,ST034,CNG,10493,96493,11/30/2024
INV021967,ST083,Petrol,9968,96485,8/24/2025
INV001603,ST066,Diesel,19195,96483,8/24/2025
INV003815,ST002,Petrol,11018,96483,5/13/2025
INV003345,ST070,Petrol,19915,96482,3/2/2025
INV021738,ST033,CNG,12101,96482,9/10/2025
INV012939,ST050,Petrol,8365,96477,2/27/2025
INV014951,ST071,Premium,10103,96476,3/11/2025
INV018170,ST091,Premium,14578,96476,5/28/2025
INV009671,ST069,Diesel,5070,96475,4/12/2025
INV040736,ST057,Petrol,4889,96471,2/21/2025
INV018091,ST042,Premium,7749,96469,8/31/2025
INV017757,ST033,Petrol,7909,96465,11/28/2024
INV012371,ST028,Petrol,13256,96464,1/14/2025
INV016824,ST095,Petrol,11225,96464,7/17/2025
INV001836,ST062,CNG,10491,96463,10/22/2025
INV030257,ST067,Premium,5494,96461,7/8/2025
INV020234,ST035,Premium,3201,96457,4/21/2025
INV029749,ST025,Petrol,753,96457,6/12/2025
INV006193,ST059,Petrol,12068,96456,8/19/2025
INV030772,ST012,Premium,6657,96456,7/15/2025
INV005255,ST043,Premium,8518,96455,5/14/2025
INV025222,ST072,Diesel,18874,96453,3/27/2025
INV026255,ST047,Diesel,13605,96449,3/18/2025
INV037523,ST083,Diesel,13315,96447,5/16/2025
INV015878,ST011,CNG,13765,96446,12/19/2024
INV012346,ST097,CNG,10342,96443,9/26/2025
INV022077,ST025,Premium,18187,96441,7/26/2025
INV023686,ST044,Petrol,19022,96439,12/11/2024
INV015272,ST070,Premium,3965,96435,1/20/2025
INV042020,ST001,CNG,3933,96435,10/2/2025
INV009327,ST068,CNG,17876,96434,5/14/2025
INV048469,ST070,CNG,7926,96434,2/16/2025
INV018563,ST013,Diesel,11103,96430,12/23/2024
INV045665,ST074,CNG,2734,96428,3/19/2025
INV026963,ST073,Petrol,605,96427,12/19/2024
INV043282,ST076,Premium,2428,96427,9/11/2025
INV000661,ST037,Premium,4346,96424,2/6/2025
INV005071,ST001,Diesel,15581,96424,11/14/2024
INV025300,ST064,Diesel,15867,96421,5/2/2025
INV035340,ST083,Premium,3265,96419,11/22/2024
INV015971,ST098,Diesel,11398,96417,9/9/2025
INV012527,ST037,Diesel,14401,96415,6/29/2025
INV005542,ST056,Premium,3876,96414,11/5/2024
INV005895,ST046,CNG,4840,96414,5/22/2025
INV040396,ST078,Premium,19986,96413,4/3/2025
INV031027,ST086,Diesel,2087,96411,10/24/2025
INV035268,ST002,Diesel,16301,96411,6/28/2025
INV008963,ST053,Premium,9009,96410,9/8/2025
INV041094,ST027,Petrol,2103,96408,10/10/2025
INV027841,ST012,Premium,8693,96404,2/3/2025
INV022718,ST035,Petrol,11564,96403,6/13/2025
INV048434,ST052,Diesel,14257,96402,6/4/2025
INV008772,ST035,Diesel,9047,96397,12/13/2024
INV010415,ST071,CNG,16793,96397,2/17/2025
INV027202,ST015,Petrol,17603,96397,1/3/2025
INV001468,ST067,Petrol,13320,96395,4/18/2025
INV007135,ST048,Premium,7628,96393,2/5/2025
INV014535,ST099,Petrol,11972,96392,2/26/2025
INV047141,ST072,CNG,6764,96391,9/26/2025
INV038591,ST082,Diesel,6505,96388,5/18/2025
INV037605,ST028,Petrol,11767,96385,8/1/2025
INV002410,ST083,Diesel,17593,96382,7/26/2025
INV042084,ST063,Premium,17926,96382,4/11/2025
INV034647,ST067,CNG,18949,96381,2/24/2025
INV004991,ST003,CNG,15047,96379,4/6/2025
INV021702,ST009,Petrol,13144,96378,3/15/2025
INV032357,ST041,Petrol,19107,96377,5/20/2025
INV014060,ST036,Premium,5052,96372,10/4/2025
INV017518,ST004,Premium,8752,96372,10/6/2025
INV036699,ST061,Premium,1485,96372,9/13/2025
INV026908,ST010,Petrol,15974,96371,2/12/2025
INV033329,ST023,CNG,12997,96367,9/20/2025
INV037072,ST031,Petrol,10161,96366,6/6/2025
INV014655,ST052,Diesel,18237,96365,5/3/2025
INV039356,ST019,Premium,7275,96365,11/19/2024
INV023979,ST083,Diesel,8814,96364,9/30/2025
INV004814,ST100,Diesel,14034,96360,8/30/2025
INV017014,ST083,Premium,17674,96359,2/13/2025
INV032073,ST083,CNG,1710,96358,10/17/2025
INV047073,ST063,CNG,6026,96356,9/12/2025
INV041254,ST080,CNG,7499,96355,12/25/2024
INV014079,ST041,CNG,6360,96352,5/24/2025
INV009963,ST047,CNG,5195,96350,4/8/2025
INV046273,ST026,Petrol,2580,96350,9/2/2025
INV001777,ST092,Premium,11261,96344,2/24/2025
INV025190,ST037,CNG,5788,96344,1/30/2025
INV039767,ST015,Premium,7758,96344,7/26/2025
INV049529,ST070,Premium,1640,96344,9/16/2025
INV026321,ST014,Diesel,17624,96343,10/6/2025
INV046324,ST034,Diesel,14292,96343,1/27/2025
INV023802,ST025,Premium,18022,96341,11/28/2024
INV013875,ST082,Diesel,8022,96340,11/15/2024
INV007272,ST068,Diesel,18452,96338,4/10/2025
INV041601,ST059,Petrol,15012,96337,5/3/2025
INV035809,ST068,Premium,13328,96332,12/4/2024
INV028713,ST055,Diesel,15864,96331,10/3/2025
INV007247,ST043,Petrol,10707,96329,10/3/2025
INV006202,ST070,Petrol,15575,96328,12/22/2024
INV009173,ST002,Diesel,16233,96328,2/18/2025
INV039927,ST032,CNG,19403,96327,4/4/2025
INV032024,ST002,Petrol,12390,96326,7/15/2025
INV017975,ST019,Diesel,10064,96325,1/22/2025
INV029526,ST071,Premium,12799,96325,11/22/2024
INV016925,ST065,Petrol,4414,96324,7/8/2025
INV004837,ST034,Diesel,19376,96322,6/8/2025
INV024376,ST007,Premium,17620,96321,11/19/2024
INV041263,ST082,Premium,580,96321,11/19/2024
INV048342,ST098,Petrol,5192,96320,6/27/2025
INV021029,ST059,Diesel,12256,96319,8/25/2025
INV008922,ST003,CNG,5257,96318,3/22/2025
INV040585,ST017,Petrol,14035,96317,8/14/2025
INV030486,ST086,Premium,6651,96315,10/12/2025
INV041380,ST084,Premium,15802,96314,12/26/2024
INV044669,ST058,Premium,8251,96313,11/13/2024
INV005138,ST073,Premium,4267,96308,9/7/2025
INV000367,ST033,CNG,8736,96307,2/22/2025
INV006376,ST069,Petrol,18178,96305,11/20/2024
INV043304,ST085,CNG,18685,96302,3/7/2025
INV004906,ST074,CNG,14364,96301,11/11/2024
INV035781,ST060,CNG,8818,96301,4/4/2025
INV007480,ST067,Premium,8123,96300,1/8/2025
INV016538,ST036,CNG,7535,96300,11/15/2024
INV015494,ST062,Petrol,9607,96298,6/4/2025
INV024966,ST086,Diesel,6693,96296,12/18/2024
INV042679,ST086,Premium,12122,96296,10/5/2025
INV044048,ST012,Premium,6406,96292,9/6/2025
INV011287,ST099,Premium,3555,96288,2/10/2025
INV034158,ST016,Diesel,9658,96288,8/16/2025
INV021063,ST089,CNG,4827,96285,2/11/2025
INV000793,ST072,Petrol,6095,96283,12/10/2024
INV040055,ST001,Diesel,2772,96281,3/30/2025
INV034614,ST065,Diesel,5365,96277,5/11/2025
INV006530,ST015,Petrol,17011,96274,4/7/2025
INV041286,ST085,Premium,15265,96273,10/22/2025
INV049806,ST025,Diesel,12026,96271,9/20/2025
INV008242,ST089,Petrol,3819,96270,1/24/2025
INV013121,ST015,CNG,2562,96270,11/20/2024
INV046919,ST096,CNG,12030,96270,10/21/2025
INV045708,ST056,Premium,17570,96269,11/23/2024
INV000924,ST045,Premium,13326,96265,7/6/2025
INV003515,ST089,Petrol,19947,96262,8/7/2025
INV015879,ST037,Premium,15497,96259,9/6/2025
INV014940,ST027,Diesel,9463,96257,5/1/2025
INV022763,ST016,Premium,18716,96256,1/20/2025
INV020894,ST043,CNG,2465,96255,6/8/2025
INV029566,ST095,CNG,4375,96255,6/21/2025
INV028433,ST027,Petrol,19861,96253,7/5/2025
INV046223,ST007,Petrol,17569,96253,10/29/2025
INV045103,ST025,Petrol,10449,96251,8/13/2025
INV030027,ST074,Petrol,3648,96248,3/10/2025
INV029180,ST086,Premium,5480,96246,3/27/2025
INV040335,ST079,Petrol,7361,96241,8/5/2025
INV025609,ST041,Petrol,980,96236,9/10/2025
INV032412,ST083,Premium,17846,96236,12/23/2024
INV026660,ST092,Premium,4574,96235,6/24/2025
INV040625,ST085,Petrol,11324,96234,8/4/2025
INV026933,ST079,CNG,8571,96232,1/18/2025
INV006993,ST033,Premium,8230,96231,9/27/2025
INV033663,ST061,Premium,16298,96228,6/8/2025
INV012083,ST065,Diesel,7868,96227,11/9/2024
INV049841,ST015,CNG,13818,96226,3/13/2025
INV023850,ST048,Diesel,16385,96225,6/17/2025
INV001285,ST004,Petrol,15974,96220,3/16/2025
INV016889,ST031,Petrol,10980,96213,12/5/2024
INV035555,ST020,CNG,10968,96213,10/11/2025
INV008014,ST023,Premium,14792,96211,6/7/2025
INV026956,ST089,CNG,16452,96210,7/13/2025
INV045579,ST045,CNG,1126,96210,3/22/2025
INV049871,ST084,CNG,1618,96208,8/20/2025
INV018819,ST040,Petrol,17310,96206,6/17/2025
INV024198,ST058,Diesel,5947,96206,9/13/2025
INV035598,ST040,CNG,19080,96204,6/17/2025
INV047693,ST019,Petrol,13226,96204,9/14/2025
INV020740,ST006,Premium,4005,96203,10/13/2025
INV010768,ST023,CNG,6891,96202,3/17/2025
INV047870,ST043,CNG,19265,96198,3/20/2025
INV001201,ST017,CNG,13462,96191,4/15/2025
INV005348,ST003,Premium,18726,96191,9/10/2025
INV044487,ST029,Premium,18561,96187,10/18/2025
INV047140,ST046,CNG,989,96186,9/10/2025
INV036021,ST097,CNG,1432,96185,10/11/2025
INV046412,ST076,Diesel,14908,96182,5/17/2025
INV019109,ST022,Petrol,2733,96181,12/21/2024
INV043947,ST068,Premium,17828,96180,1/30/2025
INV026470,ST033,Diesel,15719,96179,8/8/2025
INV046767,ST049,Diesel,8769,96178,2/22/2025
INV044603,ST020,Petrol,14367,96173,8/12/2025
INV021388,ST072,CNG,7831,96172,2/8/2025
INV026722,ST040,CNG,18372,96172,8/28/2025
INV028754,ST062,Diesel,9237,96165,12/17/2024
INV039461,ST056,CNG,11587,96165,2/9/2025
INV010835,ST035,Premium,10199,96163,5/9/2025
INV020454,ST071,Diesel,5706,96163,4/11/2025
INV018605,ST054,Diesel,12713,96162,11/26/2024
INV017281,ST023,Petrol,10543,96161,11/21/2024
INV049783,ST050,Petrol,12892,96155,5/19/2025
INV047741,ST001,Diesel,3328,96153,7/22/2025
INV035850,ST015,CNG,11967,96151,10/14/2025
INV041694,ST004,CNG,8735,96149,5/16/2025
INV018030,ST088,Petrol,16688,96148,12/7/2024
INV002061,ST015,Diesel,1734,96142,7/30/2025
INV028139,ST018,Petrol,15488,96140,5/13/2025
INV046751,ST012,Diesel,6602,96138,4/21/2025
INV028314,ST010,Petrol,4764,96135,6/10/2025
INV033124,ST062,Petrol,1239,96135,10/6/2025
INV041615,ST025,CNG,10029,96135,3/11/2025
INV005015,ST014,Petrol,12682,96131,10/5/2025
INV020113,ST008,CNG,1668,96131,1/4/2025
INV017372,ST055,Petrol,5598,96130,4/17/2025
INV040822,ST090,Diesel,2212,96130,7/1/2025
INV014613,ST072,CNG,8808,96129,12/5/2024
INV040769,ST052,CNG,10035,96129,6/28/2025
INV038012,ST042,Petrol,19989,96122,1/18/2025
INV011046,ST059,Diesel,14002,96118,11/24/2024
INV002269,ST017,Petrol,9109,96116,5/20/2025
INV024446,ST098,Premium,18706,96116,9/3/2025
INV014620,ST021,Diesel,5963,96115,11/30/2024
INV001982,ST056,CNG,8341,96112,11/10/2024
INV026131,ST062,Petrol,8879,96111,1/14/2025
INV029486,ST024,CNG,12621,96111,12/26/2024
INV043153,ST034,Diesel,3100,96111,7/27/2025
INV018595,ST035,CNG,4001,96109,1/12/2025
INV033371,ST099,Diesel,3727,96106,9/21/2025
INV007958,ST085,CNG,12491,96104,2/24/2025
INV009881,ST027,Premium,18235,96103,7/14/2025
INV016866,ST008,Premium,649,96102,3/14/2025
INV020033,ST038,Premium,17650,96098,6/28/2025
INV017008,ST081,Premium,18768,96097,11/20/2024
INV025380,ST061,CNG,17713,96096,7/5/2025
INV048086,ST008,CNG,18889,96093,6/30/2025
INV003245,ST004,Diesel,4580,96089,9/24/2025
INV007115,ST052,Diesel,1093,96088,11/19/2024
INV038692,ST040,Diesel,2012,96086,11/15/2024
INV012888,ST088,Diesel,17327,96085,10/16/2025
INV049315,ST015,Petrol,9776,96082,9/17/2025
INV044666,ST002,Diesel,5994,96079,6/3/2025
INV032384,ST016,Petrol,18522,96077,5/26/2025
INV028509,ST004,Diesel,9844,96076,1/20/2025
INV021569,ST052,CNG,13394,96075,6/10/2025
INV037642,ST087,CNG,7846,96075,10/13/2025
INV013537,ST030,Petrol,13932,96074,4/7/2025
INV014772,ST071,CNG,16086,96070,4/20/2025
INV023240,ST044,CNG,15894,96070,2/14/2025
INV037857,ST024,Petrol,3703,96069,12/7/2024
INV003582,ST042,Premium,3369,96067,6/13/2025
INV014349,ST055,Premium,871,96067,8/22/2025
INV043002,ST037,Petrol,14194,96066,4/30/2025
INV026055,ST016,Diesel,11679,96065,6/21/2025
INV049075,ST036,Petrol,10543,96065,1/29/2025
INV013214,ST071,Petrol,11790,96063,3/9/2025
INV041354,ST021,CNG,5412,96062,2/3/2025
INV015960,ST071,Petrol,3766,96061,6/10/2025
INV001944,ST036,Diesel,5695,96060,11/14/2024
INV046591,ST020,Diesel,13938,96060,5/24/2025
INV015891,ST046,Diesel,15360,96059,10/19/2025
INV019353,ST093,Diesel,17592,96056,8/11/2025
INV028609,ST050,Petrol,7734,96055,5/20/2025
INV038502,ST062,Petrol,12815,96054,7/8/2025
INV040934,ST085,Diesel,8518,96052,2/23/2025
INV002963,ST082,Diesel,962,96051,3/22/2025
INV042055,ST041,Petrol,17905,96047,8/5/2025
INV033374,ST017,Premium,14538,96045,12/27/2024
INV013681,ST035,CNG,19957,96043,2/4/2025
INV022264,ST030,Petrol,6439,96042,7/13/2025
INV043383,ST054,CNG,5120,96042,8/7/2025
INV007797,ST060,Diesel,19332,96041,4/23/2025
INV008540,ST066,CNG,9336,96040,4/22/2025
INV015076,ST095,Petrol,1055,96035,6/30/2025
INV048324,ST020,CNG,10731,96031,7/11/2025
INV045191,ST044,Petrol,15303,96028,5/25/2025
INV009615,ST053,Petrol,13472,96027,8/29/2025
INV017785,ST015,Premium,15917,96027,9/11/2025
INV019440,ST002,Premium,14466,96027,8/15/2025
INV012717,ST031,CNG,11832,96026,6/11/2025
INV044799,ST045,CNG,19640,96023,9/27/2025
INV024510,ST024,Diesel,18100,96022,9/14/2025
INV012132,ST045,Premium,9318,96019,7/26/2025
INV032852,ST013,Diesel,19727,96019,1/31/2025
INV005914,ST092,Diesel,19235,96014,6/1/2025
INV043827,ST074,Petrol,6134,96014,3/24/2025
INV028452,ST078,Petrol,12107,96013,5/2/2025
INV016711,ST056,Petrol,1187,96011,11/23/2024
INV010989,ST052,CNG,6271,96010,9/20/2025
INV000258,ST045,Petrol,3824,96009,2/28/2025
INV048233,ST054,Petrol,19096,96009,6/15/2025
INV049309,ST036,CNG,12354,96008,4/26/2025
INV018735,ST051,Premium,12149,96005,10/28/2025
INV028663,ST092,Diesel,18222,96000,10/27/2025
INV035582,ST082,Petrol,17619,95997,9/10/2025
INV010922,ST099,Premium,16782,95996,7/20/2025
INV021075,ST061,Premium,1903,95995,10/15/2025
INV022159,ST048,Petrol,18200,95993,12/28/2024
INV024848,ST015,CNG,19552,95990,4/2/2025
INV011894,ST013,Petrol,1685,95980,2/2/2025
INV023548,ST015,CNG,7898,95980,11/21/2024
INV048046,ST078,Petrol,13910,95980,5/13/2025
INV022539,ST081,Diesel,17621,95977,9/22/2025
INV018914,ST074,Petrol,1518,95976,4/13/2025
INV049676,ST021,CNG,15537,95966,3/5/2025
INV029308,ST002,Premium,14926,95962,11/1/2024
INV008994,ST039,Petrol,5527,95960,2/20/2025
INV037808,ST048,CNG,1421,95960,6/14/2025
INV015403,ST020,Petrol,4593,95959,6/2/2025
INV011707,ST067,CNG,15647,95957,3/6/2025
INV005990,ST091,Diesel,18557,95955,3/1/2025
INV011642,ST011,Petrol,14674,95954,7/20/2025
INV024535,ST084,Premium,18789,95953,12/7/2024
INV034250,ST018,CNG,5929,95952,1/24/2025
INV035248,ST053,Petrol,4258,95951,3/1/2025
INV049449,ST043,Diesel,2059,95945,9/5/2025
INV022134,ST018,Petrol,8880,95943,9/3/2025
INV001958,ST045,CNG,15387,95942,7/2/2025
INV049525,ST033,Petrol,13136,95942,4/20/2025
INV030482,ST017,CNG,13395,95941,4/14/2025
INV016677,ST092,Petrol,11552,95939,8/21/2025
INV036568,ST045,CNG,14875,95939,10/5/2025
INV040566,ST033,CNG,4664,95938,12/21/2024
INV010509,ST061,Premium,7822,95937,4/27/2025
INV036853,ST048,CNG,19150,95936,5/29/2025
INV042508,ST038,Premium,12869,95935,6/3/2025
INV040473,ST014,Diesel,17849,95934,11/2/2024
INV003527,ST016,Premium,6198,95932,9/19/2025
INV016860,ST091,Premium,13682,95927,1/17/2025
INV045654,ST080,Petrol,3666,95927,2/20/2025
INV047438,ST041,CNG,4944,95926,8/17/2025
INV034706,ST061,Petrol,1234,95921,3/9/2025
INV003488,ST050,Petrol,14521,95920,8/12/2025
INV043465,ST044,Diesel,1500,95917,10/6/2025
INV038024,ST048,Diesel,19722,95916,8/12/2025
INV000551,ST097,Petrol,3538,95914,1/31/2025
INV035010,ST075,Premium,18648,95914,10/28/2025
INV010750,ST052,CNG,11651,95910,6/8/2025
INV027921,ST092,Diesel,18485,95910,1/3/2025
INV005293,ST080,CNG,9642,95908,1/18/2025
